ID;text;group
1434;could be the folk song Clementine if memory serve part of it go in a cavern by a canyon excavate for a mine Dwelt a miner forty niner and his daughter Clementine anyone who watch Huckleberry Hound can sing you the chorus be there a story   real person behind the song;2
1435;hello everyone tI be hope someone could help I out I 'm write a program tfor my astronautic class for assent of the shuttle into a low torbit there be two thing I 'd like to know first how much ttime elapse between launch and the pitch over second what be tthe cross sectional area of the shuttle srb 's and ext tank tThanks for any information post or e mail;2
1436;first of all as far as I know only male homosexuality be explicitly mention in the bible so you 're off the hook there I think in any event there be   plenty   of people in many denomination who do not consider a person 's sexual identification of gay   lesbian   bisexual as an immoral lifestyle choice this be another misconception you be not be tell the whole story my former minister be a lesbian and I know personally and professionally several openly gay and lesbian minister I be a Unitarian Universalist and like most other in my denomination be pro choice you need n't go look to the unitarian Universalists which be a liberal religion for acceptance of your sexual identification and pro choice view however- there be many of we who believe in spirituality and freedom of conscience Good Luck on your journey;3
1437;no need to correct it it stand as it be say you miss the point entirely thing define by contradictory language do not exist though something exist might be mean conclusion draw from the description be wrong unless there be the possibility to find the describe and draw conclusion from direct knowledge of the describe then another possibility be to drop the contradictory part but that imply that one can trust the concept as present and that one have not get to doubt the source of it as well neither be I. but either thing be directly sense which include some form of modelling by the way or they be use in modelling use something contradictive in modelling be not approve of wonder why;0
1438;reply address mark.pradopermanet.org   from higginsfnalf.fnal.gov Bill Higgins-- Beam Jockey    in article   1993apr19.230236.18227aio.jsc.nasa.gov        AWST have a brief blurb on a Manned Lunar Exploration   confernce     May 7th at Crystal City Virginia under the   auspex of AIAA    thank for type that in Steven    I hope you decide to go Pat the net can use some eye   and ear there I plan to go It 's about 30 minute away from my home I can report on some of it from my perspective anyone else on sci.space go to be there if so send I netmail maybe we can plan to cross path briefly I 'll maintain a list of who 's go mark.pradopermanet.org;2
1439;hi I 'm look for the 3 d studio driver for the tOak card with 1 M of RAM tthis would be GREATLY and I mean that appreciate;1
1440;you 're close than you might imagine I certainly despise live under the soviet regime when it purport to organize society accord to what they fondly imagine to be the objective conclusion of marxist dialectic but I do n't hate Physics so long as some clown does n't start try to control my life on the assumption that we be all interchangeable atom rather than individual human being;0
1441;Leonard I 'll give you an example of this my father recently buy a business the business price be 150,000 pound and my father approach the people in the community for help he raise 60,000 pound in interest free loan from friend and relative and Muslims he know 50,000 have cash and the rest he get a business loan after pay off the muslim lender many of they help he with further loan to help he clear the bank debt and save he from further intrest this be an example of a muslim community help one another why do they help because of their common identity as Muslims in turn my father have help with people buy house to minimise the amount of intrest they pay and in some case buy house intrest free with the help of those more fortunate in the community the fact be Leonard it do work without a fluffy bunny in sight ithat be the beauty of Islam Mas;0
1442;yes this be certainly one of the traditional idea about the mithraic cult although not the only one it have many element that seem to have be borrow by Catholicism e.g. the Mass communion the sharing of a sacred meal consecration of bread and wine etc for quite an amusing novel that use this same idea check out the Covenant of the Flame by David Morrell it have some quite interesting occult bit and lot of kill I wo n't spoil it by reveal the ending but I will say that it be relevant to mithraism;3
1443;Tammy be this all explicitly state in the bible or do you assume that you know that Ezekiel indirectly mention it could have be another metaphor for instance Ezekiel be mad at his landlord so he talk about he when he write about the prince of Tyre sorry but my interpretation be more mundane Ezekiel write about the prince of Tyre when we write about the prince of Tyre cheer Kent;0
1444;look at   1   we find that during roman time Tyre vie with Sidon for first place in the intellectual life of the period- that Tyre be the seat of a Christian bishop eventually with 14 diocese under it- that the most magnificent church of its kind in all Phoenecia be the basilica build in Tyre ca 314- that Tyre be well know for its export of glassware wine white marble and dye cloth- that Tyre along with other seaport provide outlet for South Arabian indian and even chinese trade- that Tyre have to accomodate its grow population by follow a perpendicular rather than horizontal line of growth because it be run out of land to build on)- that Tyre establish colony of its own none of this sound like a small fishing village by any stretch of the imagination century later under the Abbasids Tyre have opulent and flourish bazaar and building of 5 6 story during this period Tyre be note for its export of sugar bead and as of old glassware during the Crusades Tyre be the second most flourishing city hold by Franks there be a lot more but I get tired of writing in   2   we read the follow description of modern Lebanon other   major city   in Lebanon include Tripoli Sidon Tyre Baalbek and Zahlah   my emphasis   this source also discuss the impact of the lebanese Civil War and the israeli military action 1978 1982 on the trading port of Tyre and Sidon it note that after Israel 's withdrawel in 1984 Tyre appear to enjoy a revival of its local economy if Tyre be such an insignificant little fishing village at present why be it always call a city or above a major city why do it show up on all the map when population figure for city in Lebanon be give why be Tyre always one of the city on the list even if the list be only a dozen city long   1   Philip K. Hitti   Lebanon in history from the early time to the present   NY St. Martins 1967   2   Federal Research Division Library of Congress   Lebanon a country study   edit by Thomas Collelo 1989 a one horse town sound like a lot of work for one horse anyway Tyre be connect by road to the mainland they may even use car these day the 1991 Encyclopedia Britannica say Pop 1982 est 23,000 Most other reference give figure in the 14 17 thousand range one atlas give the population of Tyre as 60,000- the same source give comparatively high figure for Sidon and Beirut also so I doubt that it be a typo perhaps these be figure for the city and their surround area I do n't doubt that the population of Tyre have fluctuate over the last few decade in particular the 1982 israeli military action hurt Tyre quite a bit I think you be talk about time that Tyre be destroy do n't most if not all of these apply not just to Tyre but to the other city in the area Sidon for example can you make a case for Tyre having be single out they have a good deal of autonomy under the seleucid from   2   Tyre received   the right   of autonomy   from Antiochus Ephiphanes and from 125 BC onward enjoyed   complete autonomy she start a large series of coin occasionally in gold the description of Tyre under the Romans do n't seem to fit your characterization either and under the Abbasids it seem to have be allow to flourish I still think you be stretch when you try to describe Tyre as having be nothing but a small fishing village a christian apologist whose standard of scholarship be quite low he happen to quote the same source you quote Nina Jidejian   Tyre through the Ages   Beirut Dar El Mashreq Publishers 1969 the same sentence in fact he defend the fulfillment of the prophecy use the same argument you be use an argument that I have n't see in print anywhere else which be why I jump to the conclusion that you be quote Josh I try to find the jidejian book but it is n't list in Books in Print can you tell I more about it her description be so much at odd with everything else i 've read- i 'm curious to know why;3
1445;as for SF and advertising in space there be a romantic episode in Mead 's the Big Ball of Wax where the lover be watch the constellation Pepsi Cola rise over the horizon and note the some stars have slip cause the Teamsters be on strike this be the inspiration for my article on orbit a formation of space mirror publish in Spaceflight in 1986 as the review but be it aesthetically desirable these day the only aesthetic that count be the one you can count;2
1446;there be actually a few important thing we can glean from this mess 1)tWhen they start get desperate for an answer to the question What 's it all about Mr. Natural pinkboy will buy darn near   anything   which mean 2)tThere 's still plenty of      to be make in the False Jesus business by enterprise SubGenii just remember that 3)tonce you 've separate the pink from their green do n't blow it all on automatic weapon from Mexico put it in a swiss bank account smile a lot have your flunky hand out flower in airport the Con will just shrug you off as long as 4)tyou never never never start to believe your own bulldada if David Koresh hand't start swallow his own apocalypso now crap he 'd be work crossword puzzle in the Bahamas today instead of contribute to the mulch layer in Waco this be because 5)twhen you start shoot at cop they 're likely to shoot back and most of 'em be well shot than you be tIn short t- P.T. Barnum be right ttand t- Stupidity be self correct thus endeth the lesson;3
1447;tHe fifty dollar if I ca n't answer your question tShe what be the Big Bang theory tHe the Big Bang theory be a recipe for cookie tShe fifty dollar please tHe hey I did n't say the answer would make sense;0
1448;ssrt ROLLOUT Speech deliver by Col Simon P. Worden the Deputy for Technology SDIO Mcdonnell Douglas Huntington Beach April 3,1993 Most of you as be I be child of the 1960 's we grow up in an age of miracle Inter continental Ballistic Missiles nuclear energy computer flight to the moon but these be miracle of our parent 's doing for a decade and more the pundit have tell we you 've lose it the me generation be only live on the accomplishment of the past you and I have even begin to believe the pessimist we listen in awe as the past generation tell of its triumph live history they be we be privileged to hear those who do it tell of it a few week ago some of this very team listen in awe as General Bernie Schriever tell of his team 's work and yes struggle to build this nation 's Intercontinental Ballistic Missile what story can we tell Blurry eyed telescope thousand dollar toilet seat even our space launch vehicle hearken only of that past great time they be and seem destine to remain Gen. Schriever 's icbm I find it hard to swell with pride that the good new space lifter idea be to refurbish old Minuteman and Poseidon ballistic missile well the pessimist be wrong the legacy be continue this event be proof to our technological parent We 've listen to your story we 've catch your enthusiasm and can do spirit and we 've learn from your achievement and your mistake let I honor one of you who be part of that history and the impetus behind this history Max Hunter you be one of the great engineer of the firt great age of space exploration your insight and discipline build the Thor icbm later incorporate into today 's most successful launch vehicle the Delta you tell we in the 60 's that a new form of launch vehicle a single stage reusable rocket can and should be build you advocate this idea tirelessly it be elegantly simple as be all great breakthrough you show we how to build it you convince we it could be do you be work by our side to weld its component into place most important you remind we of a prime engineering principle undoubtably one you learn from the generation before you the generation that build transcontinental aviation in the 1920 's and 30 's build a little and test a little and Max you pass all of this on to people like Pat Ladner who start this program for the SDI Douglas Aircraft did n't start with a dc-10 they did n't even start with a dc-3 our grandfather build a little test a little even sell a little and make a little money before they move on to the next step they did n't take a decade or more before put the first rubber on the road Max Hunter you did n't take ten year to build Thor and by God we 're not go to take ten year to show that low cost single stage reusable aerospace transportation be real we end the cold war in a few short year it take the same team here today but a few year to show through the Strategic Defense Initiative that the cold war must end we you and we launch a series of satellite the Delta experiment in about a year apiece this more than anything else signal our commitment to end the impasse between ourselves and the Soviet Union those who make the decision on both side have underscore the importance of our work in bring about a new international relationship but it be the same team which be now put in place the framework for an aerospace expansion that be our legacy for the next generation we will make space access routine and affordable we build this magnificent flying machine in two year this summer a true rocket ship will take off and land on earth for the first time then we can and surely will build in the next three year a reusable sub orbital rocket it will allow we to use space rapidly affordably and efficiently as no other nation can and yes we 'll make a little money off it too then and only then we 'll spend another three year to build a fully reusable single stage to orbit system the dc-3 of space will be a reality we may even be able to use some of the rocket propulsion breakthrough of our former cold war adversary what a wonderful irony if this SDI product and russian effort to counter SDI merge to power mankind 's next step to the star to be sure we must guard against the temptation to leap to the final answer Robert Goddard 's first rocket were n't Saturn V 's if we succumb to the temptation to ask for just a few extra dollar and a few more year to jump immediately to a full orbital system we will fail Max Hunter and his colleague show the way three year and a cloud of dust in our case rocket exhaust there be no short cut if we expect to reshape the world again we must do it one brick at a time mind on task at hand;2
1449;hi Folks do anyone have a copy of Playmation they 'd be willing to sell I i 'd love to try it out but not for the retail     if you have move onto something big 3ds or well Imagine i 'd love to buy your table scrap if noone be sell can anyone recommend a place to buy Playmation mail order for cheap thank in advance Mark;1
1450;ames.arc.nasa.gov not sure what subdirectory thou    Michael Adams nsmcaacad3.alaska.edu I 'm not high just jack;2
1451;from Phil G. Fraering   pgfsrl03.cacs.usl.edu   right the Profiting Caste be bless by God and may freely blare its presence in the evening twilight;2
1452;LEWB    Lets add to those percentage 13 15 for the Orphaic docterian bring LEWBto the group by Paul   Saul who be a high rank initiate on the lewbdevelopment of Orphaic Mysteries see Jane Harrisons .Prolegomena to the LEWBstudy of greek religion Cambridge U Press 1922 and you can easly draw lewbyour own conclusion josh   perhaps you can quote just a bit of her argument;3
1453;we have no way to know that the cultist burn the house- it could have be the BATF and FBI we only have the government 's word for it after all and people who start it by a no knock search with concussion grenade be hardly disintereste observer on the first day after Christmas my truelove serve to I Leftover Turkey on the second day after Christmas my truelove serve to I Turkey Casserole that she make from Leftover Turkey   day 3 4 delete   Flaming Turkey Wings Pizza Hut commercial and Mtlu   Agic bait;3
1454;hello thelp please ttI be a student of turbo c and graphic programming tand I be have some problem find algorithm and code tto teach I how to do some stuff t1 where be there a book or code that will teach I how tto read and write pcx dbf and gif file t2 how do I access the extra ram on my paradise video board tso I can do page in the high vga mode ie 320x200x256 t800x600x256 t3 anybody get a line on a good book to help answer these question thank very much send reply 's to Palmsnycanva.bitnet;1
1455;do n't be so sure look what happen to japanese citizen in the US during World War II if you 're prepare to say Let 's round these people up and stick they in a concentration camp without trial it 's only a short step to gas they without trial after all it seem that the Nazis originally only intend to imprison the Jews- the Final Solution be dream up partly because they could n't afford to run the camp because of the devastation cause by Goering 's Total War those who were n't gas generally die of malnutrition or disease;0
1456;a few day back someone post info on a gopher site where you could search for medical graphic etc could someone please repost or mail I a copy i 'd greatly appreciate it thank Mark;1
1457;human have go somewhat beyond what exactly in one thread you 're tell we that natural morality be what animal do to survive and in this thread you be claim that an omniscient be can definitely say what be right and what be wrong so what do this omniscient be use for a criterion the long- term survival of the human specie or what how do omniscient map into definitely be able to assign right and wrong to action well your original premise have a habit of change over time so perhaps you 'd like to review it for we and tell we what the difference be between an omniscient be be able to assign right and wrong to action and tell we the result be I 'm talk about the morality introduce by you which be go to be implement by this omniscient being that can definitely assign right and wrong to action you tell we what type of morality that be;0
1458;the most current orbital element from the NORAD two line element set be carry on the celestial BBS 513 427 0674 and be update daily when possible documentation and tracking software be also available on this system as a service to the satellite user community the most current element for the current shuttle mission be provide below the celestial BBS may be access 24 hour   day at 300 1200 2400 4800 or 9600 bps use 8 datum bit 1 stop bit no parity element set also update daily shuttle element and some documentation and software be also available via anonymous ftp from archive.afit.af.mil 129.92.1.66 in the directory pub   space STS 56 1 22621U 93 23 a 93105.06179397 .00044513 00000 0 12649 3 0 230 2 22621 57.0022 147.2850 0004246 288.7332 38.0941 15.92991629 1084 1993 023B 1 22623U 93 23 B 93103.37312705 .00041032 00000 0 11888 3 0 86 2 22623 57.0000 155.1150 0004422 293.4650 66.5967 15.92653917 803;2
1459;hi I be in immediate need for detail of various graphic compression technique so if you know where I could obtain description of algo- rithm or public domain source code for such format as JPEG GIF and fractal I would be immensely grateful if you could share the info with I this be for a project I be contemplate of do thank in advance please reply via e mail if possible;1
1460;guess the subject say it all I would like reference to any introductory material on Image database please send any pointer to minipoint.cs.uwm.edu Thanx in advance;1
1461;would the sub orbital version be suitable as be or as will be for use as a reuseable sound rocket Thank Ghod I have think that Spacelifter would definitely be the bastard Son of NLS and just as a reminder;2
1462;so we should ban the ammunition why not get rid of the gun it be bad than other the National Anthem should it be change too God Bless America the list go on then you 'd be no well than the people you despise oh an endorsement or an acknowledgement I think god be thing that people be proud of but I do n't think the motto encourages belief be it     would you approve of such a motto and remove the tool will solve the problem or will it increase the problem;0
1463;actually they be legal I not familiar with the ad you be speak of but know Popular Science it be probably on the fringe however you may be speak of Public Missle Inc. which be a legitimate company that have be around for a while due to advance in composite fuel engine be now available for model rocket use similar composite to SRB fuel roughly 3 time more powerful than black powder motor they be even available in a reloadable form i.e. aluminum casing end casing o ring the engine range from D all the way to M in common manufacture N and O i 've hear of use at special occasion to be a model rocket however the rocket ca n't contain any metal structural part amongst other requirement i 've never hear of a model rocket do 50,000 I have hear of   20,000 foot flight these require FAA waiver of course there be a few large national launch LDRS FireBALLS at which you can see many   K size engine flight actually use a   G engine constitute the area of High Power Rocketry which be seperate from normal model rocketry purchase of engine like I have be describe require membership in the National Association of Rocketry the Tripoli Rocketry Assoc or you have to be part of an educational institute or company involve in rocketry Amatuer rocketry be another area I 'm not really familiar with this but it be an area where metal part be allow along with liquid fuel and what not I do n't know what kind of regulation be involve but I 'm sure they be numerous;2
1464;who kmr4po.CWRU.edu Keith M. Ryan what   kmr4.1426.733987668po.cwru.edu   with rushleland Stanford EDU what   1993apr5.050524.9361leland Stanford EDU   KR   sadly yes do n't loose any sleep over old zlumber just KR   have some fun with he but he be basically harmless KR   at least if you do n't work in NY city I do n't find it hard to believe that Ole Zlumber really believe the hate and ignorant prattle he write the frightening thought be there be people even bad than he to say that feminism equal superiority over man be laughable as long as he does n't then proceed to pick up a rifle and start to shoot woman as a preemptive strike--- aka the Canada slaughter that occur a few year ago but then man kill woman be nothing new islamic Fundamentalists just have a well excuse Qu'ran from the Vancouver Sun Thursday October 4 1990 by John Davidson Canadian Press MONTREAL-- perhaps it 's the letter to the five year old daughter that shock the most I hope one day you will be old enough to understand what happen to your parent write Patrick Prevost I love your mother with a passion that go as far as hatred Police find the piece of paper near Prevost 's body in his apartment in northeast Montreal they say the 39 year old mechanic commit suicide after kill his wife Jocelyne Parent 31 the couple have be separate for a month and the woman have go to his apartment to talk about get some more money for food a violent quarrel break out and Prevost attack his wife with a kitchen knife cut her throat police say she be only the late of 13 woman slay by a husband or lover in Quebec in the last five week five child have also be slay as a result of the same domestic battle last year in Quebec alone 29   woman   be slay by their husband that be more than one third of such case across Canada accord to statistic from the Canadian Centre for Justice   rest of article ommite   then to say that woman be somehow well or should be the one to stay home and raise a child be also laughable woman have traditionally do hard labor to support a family often more than man in many culture throughout history seem to I it take at least two adult to raise a child and that both should stay home to do so;0
1465;Gregg so would you consider that Rushdie would now be leave alone and he could have a normal life in other word do Islam support the notion of forgive cheer Kent;0
1466;I think if there be to be a prize and such there should be class such as the follow Large Corp. Small Corp   Company base on report earning large Government GNP and such Small Governemtn or political clout or GNP Large Organization Planetary Society and such Small Organization alot of small org the organization thing would probably have to be non profit or liek of course this mean the prize might go up large get more or basically make the prize total purse   6 billion divide amngst the class winner more fair there would have to be a seperate organization set up to monitor the event umpire and such and watch for safety violation or maybe not if peopel want to risk thier own life let they do it;2
1467;tGee I feel so ignorant now tresearch then post;2
1468;ti just get my advance program and the card in the back be for the texhibit plus program the exhibit plus admission to a number of tconference venue include a special general session behind the tscene Computer Graphics in Film Admission be not free but be a tnominal   30 exhibit be open August 3 5 tto get a copy of the advance program you can call 312 321 6830- the tadvance program itself be a good indication of the excitement of the tconference tSorry does n't work this year;1
1469;on a slightly different note there be two building in NY state with big 666 number on the roof one in Manhattan and one near Garden City the Garden City one be a nice black unmarked building;3
1470;Bill I find it rather remarkable that you manage to zero in on what be probably the weak evidence what be probably the most convincing be the anti christian literature put out by the jewish council in the second century there be enormous quantity of detailed argument against Christianity many of the argument still be use today despite volume of tract attack Christianity not one deny the existance of Jesus only of his activity I find this considerably more compelling than Josephus or the harmony of the gospel especially consider that Matthew and Luke probably use Mark as a source;3
1471;Gamepro magazine publish picture a few month ago and Computer Chronicles a program that be syndicate to public tv station around the nation spend several minute on it when it be show at CES it be very impressive what it can do in real time John Munsch;1
1472;from article   c5owcb.n3pworld.std.com   by tombakerworld.std.com Tom A Baker my understanding be that the expecte errors be basically know bug in the warning system software thing be check that do n't have the right value in yet because they are n't set till after launch and suchlike rather than fix the code and possibly introduce new bug they just tell the crew ok if you see a warning no 213 before liftoff ignore it;2
1473;where be you bring up in the former USSR be innocent until prove guilty by a jury of your peer not Dan Rather dead in this country seem so be tax evasion the only charge bring against the bds punishable by death in this country now not really you be a blind idiot not sure yet you condem they to death for it if the BATF have stay home all would be alive now so who murder who you have a short memory next sleep well tonite heartless idiot sleep the sleep of the simple minded I shall weep for my country myself I 'm short of patience tonite but rabid dog deserve and get well treatment than the BDs get Jim jmdhandheld.com;3
1474;I would like to add my support for a misc.taoism discussion group I applaud the enthusiam show by the person post   79899cup.portal.com   thyagicup.portal.com I read in alt.magick but I differ with he   she in believe that at least some minimal parameter should be agree upon but if we do n't limit it to   something   the discussion degenerate into a big amorphous glob other question Thyagi propose be it seem to I that these question more properly fall into the category of general metaphysics I would prefer any misc.taoism to deal more closely with topic and work more closely associate with at least semi orthodox taoism with established classic work definitely include and work like Mantak Chia 's argue about I think neo taoism should be exclude or get its own group what I mean by this be humpty dumpty Taoism in which taoism mean whatever a poster say it mean this alt.taoism could also be a refuge for debate about what Taoism   REALLY   mean or speculation on sexual alchemy etc e.g. from Thyagi again Kent gloomily predict quote from Thyagi 's article I think that discussion of this nature be not completely out of place What 's happen be that that the term Taoism be become completely polluted and trivialize like the word magic Alchemy Zen etc by writer appropriating the word to mean whatever they want this be see by the spate of new age book entitle the Tao of this that and everything else with respect to some exception like the book by Jou Tsung Hwa any other comment   idea I look forward to see they on balance I say let misc.taoism rip and let the chip fall where they may if it just get fill up with college freshman ask about the Tao of Sex then it will have be a failure and people will post to these group just as they do now;3
1475;great i 'll visit the National Air and Space Museum at the end of the month with my wife who be also work at General Atomic at the time once again netnew have enrich my life;2
1476;i 'd have to say that I have a problem with any organization religious or not where the idea that   simple speech   such as this be the basis for a crime;0
1477;which objective system be you talk about what be its goal again which brand of morality be you talk about;0
1478;DC X as be today is n't suitable for this however the followon SDIO fund will a reusable sounding rocket be always SDIO 's goal so do I. there be a lot go on now and some report be due soon which should be very favorable the insider have be very bush brief the right people and it be now pay off however public support be still critical in politic you need to keep constant pressure on elect official Allen;2
1479;blechhhh Gimme that ole time inquisition it figure does n't it;3
1480;deletion;0
1481;Space Station Redesign Leader say cost Goal may be impossible today 46 the Washington Post run an article with the headline show above the article start with a leader of the NASA team in charge of redesign the plan space station say yesterday the job be tough and may be impossible o'connor be quote say whether it be possible to cut cost that much and still provide for meaningful research be a real question for I o'connor say everything be fair game include drop or curtail exist contract with the aerospace industry chop management of the space station program at some NASA facility around the country work closely with the russian space station Mir and use unmanned Titan rocket to supplement the man space shuttle fleet o'connor say his team have review 30 design option so far and they be sort the serious candidate into three category base on cost the Post say o'connor describe the design derive from the current SSF as a high cost option I believe Kathy Sawyer the Post writer get confuse here I listen in on part of O'Connor 's briefing to the press on Monday and in one part of the briefing o'connor talk about how the White House want three option sort by cost   low medium and high   in another part of the briefing he discuss the three team he have form to look at three option   SSF derivative   LaRC modular buildup with Bus-1   MSFC and Single Launch Core   wingless Orbiter    JSC later in response to a reporter question I think I hear o'connor say the option base on a SSF redesign be a moderate cost option in between low   high cost option not the high cost option as Sawyer write the article go on to describe the other two option as one feature module that could gradually be fit together in orbit similar to the Russian Mir the other be a core facility that could be deposit in orbit in a single launch like Skylab that option would use exist hardware from the space shuttle the fuselage for example in its basic structure;2
1482;tUp to that point I think you be talk about the Rosicrucian Order   no offense intend  ;3
1483;well it roll out two week ago as we speak it be at White Sands get ready I would have call my source for the late but they be all out of town in NM as for the future there be at least   5 m in next year budget for work on SSRT they SDIO have be look for more fund and do seem to have some however SDIO be not I repeat be not go to fund an orbital prototype the good we can hope from they be to 1 keep it alive for another year and 2 fund a suborbital vehicle which might with major modification just make orbit there be also some money for a set of prototype tank and project to answer a few more open question well news come from the new Spacelifter effort the USAF manager of this program be very open to SSTO and will have about   50 m next year for study this would be enough to bring DC Y to PDR now not all of this money will go to DC but a good case could be make for spend half on DC public support be still critical meet with your Congressperson I 'll help you do it and get his   her support also call your local medium an get they to cover the flight test Allen;2
1484;speak of Psygnosis they have license game to Philips Interative Media International for CD I. the following be recently post in a message in the CD I section of the Multimedia Forum Seventh Guest have be license by Virgin Games to Philips Interactive Media International for worldwide CD I right be also license to P.I.M.I. Litil Divil from Gremlin Graphics UK and Microcosm from Psygnosis UK those three title will be adapt on CD I use the full potential of the FMV cartridge meaning use the additional memory as well as the motion video capability those title have be negociate in Europe but will be available worldwide also lemming 1   2 have be license from Psygnosis as well as Striker Soccer from Rage UK I do n't know when these title will be available or when work on they even start so do n't expect your CD I retailer to have they yet there be also some mention of future Nintendo CD I game in an issue of the UK magazine ERT Mario Hotel be mention as have 75 level Mark   although I work for Philips I do n't work on CD I or multimedia the above info be just provide in good faith from what I 've read and do not represent any statement from Philips  ;1
1485;UN Resolution 666 guarantee humanitarian aid will get into Irag during the Gulf War be this war over be aid get in or be they still try to smoke out Saddam be this the Middle East be we talk religious war here be I rant;3
1486;Ed Campion Headquarters Washington D.C. April 23 1993 phone 202358 1780 Kyle Herring Johnson Space Center Houston Phone 713483 5111 RELEASE 93 76 HUBBLE TELESCOPE SERVICING MISSION schedule for eleven day tthe December flight of Endeavour on Space Shuttle mission STS-61 to service the Hubble Space Telescope HST have be schedule as an 11 day mission design to accommodate a record five spacewalk with the capability for an additional two if need tthe decision to schedule five extravehicular activity or eva be reach follow extensive evaluation of underwater training maneuver time require use the Shuttle 's robot arm base on software simulation and actual EVA task on previous mission tbasically what we 've do by go to five eva rather than three be to repackage our margin so that we have the capability to respond to the dynamic or unknown of spacewalk Mission Director Randy Brinkley say it improve the probability for mission success while provide add flexibility and adaptability for react to real time situation tin lay out the specific task to be complete on each of the spacewalk official have determine that change out the gyro solar array and the Wide Field   Planetary Camera WF   PC and instal the Corrective Optics Space Telescope Axial Replacement COSTAR be priority objective during the mission tWhen we look at accomplish all of the task high through low priority and recognize that the major task gyro solar array WF   PC and COSTAR would consume most of the time set aside for each spacewalk five eva be deem appropriate say Milt Heflin Lead Flight Director for the mission tWhile the five spacewalk will be unprecedented the use of two alternate spacewalk team will alleviate place more stress on the crew than previous mission require two three or four eva twe have pay close attention to lesson learn during previous spacewalk and factor these into our timeline estimate for five eva Heflin say in plan for all Space Shuttle mission it be necessary to formulate a work schedule that represent as realistic a timeline as possible to accomplish the mission objective tplanning currently call for at least five water tank training session that include support from the Mission Control Center call joint integrated simulation last between 10 and 36 hour in addition many stand alone underwater training run will practice individual task in each spacewalk tvarious refinement to the specific task on each spacewalk will be make base on actual training experience during the month prior to the mission also lesson learn from other spacewalk lead up to the flight will be valuable in assist the STS-61 crew in its training technique tEndeavour 's June flight and Discovery 's July mission both will include spacewalk to evaluate some of the unique tool to be use on the HST mission the evaluation will help in well understand the difference between the actual weightlessness of space and the ground training in the water tank at the Johnson Space Center Houston and the Marshall Space Flight Center Huntsville Ala. tAlso the inflight spacewalking experience will assist in gain further insight into the time require for the various task and expand the experience level among the astronaut corps the flight controller and trainer tdesigne to be service by a Space Shuttle crew Hubble be build with grapple fixture and handhold to assist in the capture and repair procedure tthe telescope be launch aboard Discovery in April 1990 at that time the NASA mix fleet manifest show the first revisit mission to HST in 1993 to change out science instrument and make any repair that may have become necessary;2
1487;I be in the market for a 24 bit graphic card for a pc ISA bus and be wonder if anyone have any comment good bad otherwise regard the Diamond Stealth 24;1
1488;Let 's say you have a scan image of a line drawing- in this case a boat but it could be anything on the drawing you have a set of reference point whose true x y position be know now you digitize the drawing manually in this case use Yaron Danon 's excellent Digitize program that is you use a program which convert cursor position to x y and save those value when you click the mouse upon digitize you notice that the reference point value that come out of the digitizing process differ in small but significant way from the know true value this be understandable because the scanned drawing be a reproduction of the original and there be successive source of distortion such as differential expansion and contraction of paper error introduce in the printing process scanner error and what have you the error be not uniform over the entire drawing so global adjustment such as stretching   contract uniformly over x or y or rotate the whole drawing be not satisfactory so the question be do any kind soul know of an algorithm for remove such distortion in particular if I have three set of point reference(x y the know true value DistortedReference(x y the same point with know error DistortedData(x y other point with unknown error what function of Reference and Distorted could I apply to DistortedData to remove the error I suspect the problem could be solve by treat the distorted reference point as result from the projection of a bumpy 3d surface solve for the surface and then flatten it to remove the error in the other data point any kind and informed soul out there have any idea or well yet pointer to treatment of the same or similar problem thank;1
1489;Hehehe so you say but this objective morality somehere tell you that this be not the case and you do n't know all the rule of such transcendental game system cheer Kent;0
1490;hello I realize that this might be a faq but I have to ask since I do n't get a change to read this newsgroup very often anyway for my senior project I need to convert an AutoCad file to a TIFF file please I do n't need anyone tell I that the autocad file be a vector file and the TIFF be a bit map since I have hear that about 100 time already I would just like to know if anyone know how to do this or at least point I to the right direction;1
1491;read Issue   2 of Wired Magazine it have a long article on the hype of 3do I 've notice that every article talk with the designer and how great it be but never show any picture of the output or at least picture that one can understand;1
1492;we be not at the end of the Space Age but only at the end of its beginning that space exploration be no long a driver for technical innovation or a focus of american cultural attention be certainly debatable- however technical development in other quarter will always be examine for possible application in the space area and we can look forward to many innovation that might enhance the capability and lower the cost of future space operation the Dream be alive and well;2
1493;besides this be the same line of horse puckey the mining company claim when they be tell to pay for restore land after strip mining they still mine coal in the midw but now it does n't look like the moon when theyare do;2
